index,Unnamed: 0,Unnamed: 1,Unnamed: 2,date_time,amplitude,phase,activity
0,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:34:49,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 27.018512172212592, 26.40075756488817, 27.294688127912362, 28.284271247461902, 27.459060435491963, 29.546573405388315, 31.016124838541646, 25.0, 22.825424421026653, 30.4138126514911, 27.313000567495326, 27.85677655436824, 26.0, 29.154759474226502, 28.653097563788805, 26.40075756488817, 25.079872407968907, 21.633307652783937, 23.08679276123039, 24.515301344262525, 22.360679774997898, 18.788294228055936, 19.235384061671343, 20.248456731316587, 16.97056274847714, 21.095023109728988, 0.0, 17.804493814764857, 17.029386365926403, 13.45362404707371, 14.422205101855956, 14.866068747318506, 16.1245154965971, 13.892443989449804, 16.97056274847714, 17.204650534085253, 16.1245154965971, 18.973665961010276, 10.770329614269007, 16.492422502470642, 15.132745950421556, 16.492422502470642, 13.341664064126334, 19.026297590440446, 14.035668847618199, 11.40175425099138, 14.560219778561036, 15.033296378372908, 13.341664064126334, 14.317821063276353, 17.26267650163207, 18.027756377319946, 18.027756377319946, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, 2.251317551462111, 2.000558605891585, 2.0672190801997785, 2.356194490192345, 2.1486982637571423, 1.9890206563741257, 1.9333405640594041, 1.8545904360032244, 2.0736395377227574, 2.0491487581735544, 1.9853032013796825, 1.9379701606131159, 1.965587446494658, 1.9576720445259248, 2.0812846487116725, 2.000558605891585, 1.9809236673363877, 2.158798930342464, 1.878849107818673, 1.776191715984664, 2.0344439357957027, 2.0106389096106327, 2.0576955586061656, 1.923786714621807, 2.356194490192345, 2.1193457292454245, 0.0, 2.2367655641740063, 2.2730532583039036, 2.3036114285814033, 2.158798930342464, 2.403777593469328, 2.62244653934327, 2.6135182051634334, 2.356194490192345, 2.5213431676069717, 2.62244653934327, 2.819842099193151, 2.761086276477428, 2.896613990462929, 3.0090411212931194, 2.896613990462929, 2.9147938055359073, -3.0890095919788516, 3.070285188804503, -2.875340604438868, -2.8632929945846817, -3.0750244898139694, -2.9147938055359073, -2.930499320367047, -2.9669204545815537, 3.0860941483440762, -3.0860941483440762, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
1,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:34:53,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 24.020824298928627, 27.459060435491963, 22.80350850198276, 25.179356624028344, 26.019223662515376, 25.0, 25.495097567963924, 26.076809620810597, 27.459060435491963, 30.59411708155671, 30.4138126514911, 26.0, 27.018512172212592, 29.154759474226502, 25.179356624028344, 25.317977802344327, 31.016124838541646, 25.019992006393608, 28.442925306655784, 23.0, 28.460498941515414, 24.08318915758459, 21.37755832643195, 20.223748416156685, 22.20360331117452, 22.561028345356956, 0.0, 22.090722034374522, 15.811388300841896, 17.11724276862369, 21.02379604162864, 17.26267650163207, 16.0312195418814, 16.0312195418814, 17.26267650163207, 11.40175425099138, 13.601470508735444, 14.317821063276353, 10.04987562112089, 10.198039027185569, 10.198039027185569, 13.038404810405298, 13.152946437965905, 11.40175425099138, 10.0, 10.44030650891055, 11.40175425099138, 12.041594578792296, 12.206555615733702, 11.661903789690601, 15.811388300841896, 15.0, 13.038404810405298, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, -1.6124389058934852, -1.3876855095324125, -1.3045442776439713, -1.4513674007765582, -1.6092389168160846, -1.5707963267948966, -1.373400766945016, -1.6475682180646747, -1.3876855095324125, -1.373400766945016, -1.4056476493802699, -1.5707963267948966, -1.5337762109209665, -1.6738779353175968, -1.690225252813235, -1.729451588981298, -1.6030432092301505, -1.5308176396716067, -1.7475051828649333, -1.5707963267948966, -1.892546881191539, -1.6539375586833378, -1.7590178320996674, -1.719686274404394, -1.7063240407803975, -1.7942729279355296, 0.0, -1.6614562139956417, -1.892546881191539, -1.687905071361761, -1.5232132235179132, -1.7454685258031364, -1.633215136790854, -1.633215136790854, -1.396124127786657, -1.837048375945822, -1.2722973952087173, -1.35970299357215, -1.4711276743037347, -1.7681918866447774, -1.7681918866447774, -1.4940244355251187, -1.4181469983996315, -1.3045442776439713, -0.9272952180016122, -1.2793395323170296, -0.9097531579442097, -0.7266423406817256, -0.6107259643892086, -1.0303768265243125, -0.6055446636049701, -0.9272952180016122, -1.0040671092713902, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
2,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:34:55,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 23.259406699226016, 24.698178070456937, 19.6468827043885, 22.02271554554524, 24.20743687382041, 21.540659228538015, 22.80350850198276, 21.18962010041709, 23.430749027719962, 23.430749027719962, 26.1725046566048, 23.430749027719962, 23.600847442411894, 24.08318915758459, 21.400934559032695, 20.248456731316587, 28.600699292150182, 21.095023109728988, 22.02271554554524, 24.758836806279895, 26.419689627245813, 27.202941017470888, 22.67156809750927, 26.40075756488817, 23.853720883753127, 21.95449840010015, 0.0, 14.317821063276353, 15.0, 16.401219466856727, 20.518284528683193, 18.384776310850235, 13.892443989449804, 12.041594578792296, 9.055385138137417, 12.206555615733702, 12.041594578792296, 5.0990195135927845, 6.082762530298219, 5.656854249492381, 6.082762530298219, 6.708203932499369, 11.180339887498949, 7.211102550927978, 10.04987562112089, 7.211102550927978, 9.433981132056603, 8.06225774829855, 13.601470508735444, 12.806248474865697, 19.849433241279208, 17.804493814764857, 17.69180601295413, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, -2.6971734436886945, -2.587285157388242, -2.8842689386187046, -2.2597207150097582, -2.473303234759209, -2.761086276477428, -2.4805494847391065, -2.804917834203066, -2.44685437739309, -2.44685437739309, -2.38321493937961, -2.44685437739309, -2.2058230621852104, -2.4149503129080676, -2.488746022489019, -2.1451011569695986, -2.505084437801842, -2.593043251139265, -2.2597207150097582, -2.384758148031105, -2.6271413405307653, -2.843093722003614, -2.293775680196388, -2.4905159321453136, -2.14717154738608, -2.616796881939686, 0.0, -2.7091848780192556, -2.214297435588181, -2.485897027348257, -2.321725389192837, -2.7509856098921066, -2.6135182051634334, -2.4149503129080676, -1.460139105621001, -2.1815222911841055, -2.297438667476622, -2.9441970937399127, -1.7359450042095235, -2.356194490192345, -1.4056476493802699, -2.0344439357957027, -1.3909428270024184, -0.5880026035475675, -1.4711276743037347, -0.5880026035475675, -1.0121970114513341, -1.0516502125483738, -0.9420000403794636, -0.8960553845713439, -0.8567056281827387, -0.9048270894157867, -0.8253768505207384, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
3,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:34:55,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 18.110770276274835, 20.09975124224178, 22.80350850198276, 20.615528128088304, 19.1049731745428, 20.8806130178211, 23.53720459187964, 20.0, 19.4164878389476, 25.317977802344327, 26.019223662515376, 22.80350850198276, 25.019992006393608, 25.96150997149434, 19.4164878389476, 23.345235059857504, 24.351591323771842, 24.0, 22.47220505424423, 24.020824298928627, 20.223748416156685, 25.495097567963924, 22.0, 24.020824298928627, 19.235384061671343, 18.027756377319946, 0.0, 20.09975124224178, 18.027756377319946, 14.142135623730951, 15.132745950421556, 15.033296378372908, 15.297058540778355, 14.0, 12.165525060596439, 14.317821063276353, 12.206555615733702, 6.708203932499369, 7.280109889280518, 5.385164807134504, 4.123105625617661, 5.0990195135927845, 5.0, 5.0, 5.0990195135927845, 13.038404810405298, 7.615773105863909, 13.152946437965905, 12.041594578792296, 14.317821063276353, 11.40175425099138, 17.26267650163207, 15.033296378372908, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, 0.11065722117389565, -0.09966865249116202, 0.2662520491509254, 0.24497866312686414, 0.10487693873023389, 0.2914567944778671, 0.21406068356382152, 0.0, 0.20749622643520266, 0.1586552621864014, -0.03844259002118798, 0.2662520491509254, 0.039978687123290044, 0.2730087030867106, 0.20749622643520266, 0.17219081452293902, 0.3347368373168147, 0.0, 0.36397895650964407, 0.04164257909858842, 0.14888994760949725, 0.19739555984988075, 0.0, -0.04164257909858842, 0.15660187698201536, -0.05549850524571683, 0.0, 0.09966865249116202, 0.05549850524571683, -0.14189705460416394, 0.13255153229667402, 0.06656816377582381, 0.19739555984988075, 0.0, -0.16514867741462683, 0.21109333322274654, 0.6107259643892086, 0.4636476090008061, 0.27829965900511133, 0.3805063771123649, 1.3258176636680326, 1.373400766945016, 0.6435011087932844, 0.9272952180016122, 1.7681918866447774, 1.6475682180646747, 1.97568811307998, 1.4181469983996315, 1.6539375586833378, 1.35970299357215, 1.3045442776439713, 1.7454685258031364, 1.5042281630190728, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
4,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:35:04,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 24.041630560342615, 23.194827009486403, 24.515301344262525, 30.463092423455635, 20.591260281974, 28.460498941515414, 24.041630560342615, 22.135943621178654, 24.041630560342615, 20.248456731316587, 24.596747752497688, 25.495097567963924, 23.194827009486403, 25.942243542145693, 19.4164878389476, 23.323807579381203, 22.360679774997898, 25.942243542145693, 17.72004514666935, 17.08800749063506, 15.231546211727817, 21.18962010041709, 21.93171219946131, 18.384776310850235, 18.681541692269406, 21.587033144922902, 0.0, 15.524174696260024, 16.1245154965971, 15.297058540778355, 13.92838827718412, 14.560219778561036, 11.180339887498949, 10.770329614269007, 11.40175425099138, 12.36931687685298, 16.1245154965971, 9.055385138137417, 12.0, 10.44030650891055, 12.165525060596439, 8.94427190999916, 5.385164807134504, 11.180339887498949, 7.0710678118654755, 11.180339887498949, 9.486832980505138, 6.324555320336759, 7.280109889280518, 6.0, 8.06225774829855, 8.602325267042627, 9.055385138137417, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, 2.8461518164460733, 3.011890116433881, 2.936197264400026, 2.7367008673047097, 2.6344941491974563, 2.819842099193151, 2.8461518164460733, 2.819842099193151, 2.8461518164460733, 2.788602265762883, 2.677945044588987, 2.9441970937399127, 3.011890116433881, 2.6607053733944572, 2.539305307454829, 2.601173153319209, 2.677945044588987, 2.6607053733944572, 2.8555412118724752, 2.782821983319221, 2.7367008673047097, 2.804917834203066, 2.7187387274568526, 2.7509856098921066, 2.8706458032513726, 2.907849472720892, 0.0, 2.8809902618424523, 3.017237659043032, 2.9441970937399127, 2.774418819771574, 2.8632929945846817, 2.961739153797315, 2.761086276477428, 2.875340604438868, 2.896613990462929, 2.62244653934327, -3.0309354324158977, 3.141592653589793, 2.8501358591119264, 2.976443976175166, 2.677945044588987, -2.761086276477428, 2.961739153797315, 2.999695598985629, 2.961739153797315, -2.819842099193151, -2.819842099193151, -2.8632929945846817, 3.141592653589793, -3.017237659043032, -2.191045812777718, -3.0309354324158977, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
5,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:35:04,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 23.40939982143925, 24.515301344262525, 25.0, 22.80350850198276, 23.08679276123039, 20.024984394500787, 24.351591323771842, 21.840329667841555, 24.186773244895647, 24.166091947189145, 28.792360097775937, 21.633307652783937, 21.18962010041709, 25.632011235952593, 25.0, 27.51363298439521, 19.1049731745428, 20.223748416156685, 15.811388300841896, 23.769728648009426, 15.524174696260024, 19.6468827043885, 17.46424919657298, 19.697715603592208, 16.278820596099706, 16.1245154965971, 0.0, 18.110770276274835, 19.235384061671343, 22.090722034374522, 17.0, 16.278820596099706, 14.560219778561036, 13.341664064126334, 13.038404810405298, 12.649110640673518, 12.083045973594572, 14.035668847618199, 13.341664064126334, 10.816653826391969, 7.0, 9.848857801796104, 5.0, 12.36931687685298, 10.198039027185569, 4.242640687119285, 9.055385138137417, 4.0, 4.123105625617661, 7.810249675906654, 10.0, 5.0990195135927845, 5.385164807134504, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, -1.9195673303788037, -1.776191715984664, -1.8545904360032244, -1.837048375945822, -1.878849107818673, -1.6207547225168393, -1.9055331641117113, -1.849095985800008, -1.695151321341658, -1.9974238199217726, -1.925501978805837, -2.158798930342464, -1.9074711461816238, -1.9295669970654687, -1.8545904360032244, -1.9040406279065694, -2.3191743743184148, -1.719686274404394, -1.892546881191539, -1.9591150449673627, -1.8313987185422376, -1.8281200417659853, -1.8018869939907938, -1.9890206563741257, -1.7561442767905915, -1.695151321341658, 0.0, -1.6814535479687922, -1.727398203776912, -1.6614562139956417, -1.5707963267948966, -1.7561442767905915, -1.849095985800008, -1.7975951748487824, -1.6475682180646747, -1.2490457723982544, -1.9974238199217726, -1.642103791580187, -1.7975951748487824, -2.158798930342464, -1.5707963267948966, -1.9890206563741257, -1.5707963267948966, -1.3258176636680326, -1.373400766945016, -0.7853981633974483, -1.460139105621001, -1.5707963267948966, -1.3258176636680326, -0.8760580505981934, -0.9272952180016122, -1.373400766945016, -0.3805063771123649, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
6,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:35:04,"[110.02272492535349, 9.0, 0.0, 0.0, 0.0, 0.0, 22.825424421026653, 24.351591323771842, 23.021728866442675, 26.30589287593181, 24.596747752497688, 25.0, 25.632011235952593, 17.26267650163207, 24.020824298928627, 22.360679774997898, 22.0, 19.6468827043885, 26.68332812825267, 20.024984394500787, 18.681541692269406, 18.384776310850235, 19.1049731745428, 17.11724276862369, 15.0, 16.0, 14.317821063276353, 16.0, 18.24828759089466, 16.1245154965971, 16.492422502470642, 16.15549442140351, 0.0, 13.0, 18.681541692269406, 15.231546211727817, 12.165525060596439, 14.866068747318506, 15.033296378372908, 9.848857801796104, 13.038404810405298, 10.816653826391969, 4.47213595499958, 10.04987562112089, 12.529964086141668, 6.4031242374328485, 10.816653826391969, 8.602325267042627, 8.06225774829855, 8.602325267042627, 9.433981132056603, 7.810249675906654, 4.47213595499958, 8.246211251235321, 7.211102550927978, 7.0, 9.899494936611665, 7.0710678118654755, 6.708203932499369, 0.0, 0.0, 0.0, 0.0, 0.0]","[-2.022249418347451, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, 0.5028432109278608, 0.3347368373168147, 0.04345089539153084, 0.15264932839526515, 0.4636476090008061, 0.28379410920832787, 0.35877067027057225, 0.1746721990082397, 0.04164257909858842, 0.17985349979247828, 0.0, 0.25732371497108864, 0.22679884805388587, 0.04995839572194276, 0.27094685033842053, 0.3906070436976868, 0.10487693873023389, 0.11710874456686428, 0.0, 0.0, 0.21109333322274654, 0.0, 0.16514867741462683, 0.5191461142465229, 0.24497866312686414, 0.3805063771123649, 0.0, 0.3947911196997615, 0.27094685033842053, 0.40489178628508343, 0.16514867741462683, 0.7378150601204649, -0.06656816377582381, 0.4182243295792291, 0.07677189126977804, 0.5880026035475675, 0.4636476090008061, 0.09966865249116202, 0.4993467216801301, 0.6747409422235526, 0.5880026035475675, 0.9505468408120752, 0.5191461142465229, 0.6202494859828215, 1.0121970114513341, 0.8760580505981934, 0.4636476090008061, 1.3258176636680326, 0.982793723247329, 1.5707963267948966, 0.7853981633974483, 0.7853981633974483, 1.1071487177940904, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
7,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:35:05,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 25.298221281347036, 22.135943621178654, 18.35755975068582, 23.853720883753127, 23.021728866442675, 24.186773244895647, 21.95449840010015, 20.248456731316587, 21.470910553583888, 19.209372712298546, 22.825424421026653, 23.430749027719962, 22.47220505424423, 26.248809496813376, 18.867962264113206, 21.400934559032695, 18.384776310850235, 15.620499351813308, 19.235384061671343, 16.278820596099706, 16.401219466856727, 17.69180601295413, 17.804493814764857, 16.64331697709324, 17.69180601295413, 17.204650534085253, 0.0, 15.652475842498529, 14.212670403551895, 22.135943621178654, 17.46424919657298, 17.26267650163207, 25.495097567963924, 20.024984394500787, 21.18962010041709, 21.587033144922902, 24.73863375370596, 25.632011235952593, 19.924858845171276, 25.495097567963924, 20.248456731316587, 21.93171219946131, 25.0, 22.135943621178654, 20.8806130178211, 24.041630560342615, 20.8806130178211, 23.769728648009426, 25.179356624028344, 20.223748416156685, 21.37755832643195, 19.4164878389476, 24.515301344262525, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, 2.819842099193151, 2.819842099193151, 2.6292031932790554, 2.5652174329986095, 2.5415424401880395, 2.62244653934327, 2.616796881939686, 2.5672878234150915, 2.65711472455277, 2.4668517113662407, 2.6387494426619322, 2.44685437739309, 2.578276392097825, 2.4370985893475754, 2.5829933382462307, 2.488746022489019, 2.356194490192345, 2.44685437739309, 2.654693421778524, 2.399645385583876, 2.485897027348257, 2.396173177315635, 2.4756234162106834, 2.5702551737561663, 2.396173177315635, 2.5213431676069717, 0.0, 2.677945044588987, 2.455863142683507, 2.819842099193151, 2.9105019863938963, 2.9669204545815537, 2.9441970937399127, 3.0916342578678506, 2.804917834203066, 2.907849472720892, 2.896613990462929, 2.782821983319221, 2.835713782184941, 2.6954871046463897, 2.5672878234150915, 2.7187387274568526, 2.8577985443814655, 2.819842099193151, 2.8501358591119264, 2.8461518164460733, 2.8501358591119264, 2.8864102629689747, 3.0221637275714546, 2.992702705980296, 2.9533711482850227, 2.9340964271545906, 2.936197264400026, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
8,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:35:05,"[69.85699678629192, 1.0, 0.0, 0.0, 0.0, 0.0, 22.825424421026653, 23.259406699226016, 20.12461179749811, 20.12461179749811, 18.788294228055936, 22.847319317591726, 21.02379604162864, 15.524174696260024, 19.6468827043885, 20.591260281974, 14.7648230602334, 17.46424919657298, 20.12461179749811, 19.924858845171276, 21.095023109728988, 22.20360331117452, 19.026297590440446, 17.26267650163207, 16.278820596099706, 18.24828759089466, 19.1049731745428, 18.24828759089466, 17.029386365926403, 15.033296378372908, 18.439088914585774, 15.297058540778355, 0.0, 17.26267650163207, 14.7648230602334, 16.76305461424021, 17.0, 16.1245154965971, 13.601470508735444, 17.08800749063506, 18.973665961010276, 18.35755975068582, 18.788294228055936, 21.95449840010015, 17.88854381999832, 20.248456731316587, 21.840329667841555, 21.840329667841555, 23.769728648009426, 20.615528128088304, 18.027756377319946, 19.0, 17.46424919657298, 20.615528128088304, 17.26267650163207, 22.80350850198276, 18.973665961010276, 20.8806130178211, 18.384776310850235, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.729182211992406, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, -2.6387494426619322, -2.6971734436886945, -2.677945044588987, -2.677945044588987, -2.701750070774057, -2.7367008673047097, -2.6992184306130484, -2.8809902618424523, -2.8842689386187046, -2.6344941491974563, -2.647651284670212, -2.9105019863938963, -2.677945044588987, -2.835713782184941, -3.046640947247037, -3.0060649396042924, -3.0890095919788516, -2.9669204545815537, -2.9562447035940984, -2.976443976175166, -3.036715714859559, -2.976443976175166, -3.0828368308740703, -3.0750244898139694, -2.922923707715851, -2.9441970937399127, 0.0, -2.9669204545815537, -2.647651284670212, -2.838707785214822, -2.651635327336065, -2.62244653934327, -2.843093722003614, -2.782821983319221, -2.819842099193151, -2.6292031932790554, -2.701750070774057, -2.616796881939686, -2.677945044588987, -2.788602265762883, -2.8632929945846817, -2.8632929945846817, -2.8864102629689747, -2.896613990462929, -2.8023000391357487, 3.141592653589793, -2.9105019863938963, -2.896613990462929, -2.9669204545815537, -2.875340604438868, -2.819842099193151, -2.8501358591119264, -2.7509856098921066, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
9,CSI_DATA,AP,C8:F0:9E:F2:C2:EC,7:35:05,"[110.02272492535349, 9.0, 0.0, 0.0, 0.0, 0.0, 9.486832980505138, 12.083045973594572, 10.295630140987, 11.180339887498949, 14.7648230602334, 13.0, 11.180339887498949, 13.601470508735444, 12.083045973594572, 11.704699910719626, 14.866068747318506, 10.04987562112089, 10.198039027185569, 11.704699910719626, 12.0, 9.219544457292887, 13.0, 12.041594578792296, 14.035668847618199, 11.0, 11.180339887498949, 14.0, 10.0, 12.041594578792296, 11.045361017187261, 10.198039027185569, 0.0, 7.0710678118654755, 10.198039027185569, 11.180339887498949, 10.295630140987, 10.198039027185569, 10.44030650891055, 12.165525060596439, 12.36931687685298, 11.045361017187261, 10.44030650891055, 12.36931687685298, 13.341664064126334, 17.08800749063506, 13.341664064126334, 13.038404810405298, 12.649110640673518, 10.44030650891055, 12.649110640673518, 9.219544457292887, 10.44030650891055, 10.04987562112089, 10.44030650891055, 13.038404810405298, 8.06225774829855, 11.045361017187261, 12.36931687685298, 0.0, 0.0, 0.0, 0.0, 0.0]","[-2.022249418347451, 1.5707963267948966, 0.0, 0.0, 0.0, 0.0, 1.892546881191539, 1.9974238199217726, 2.0778948311872334, 2.0344439357957027, 2.0647376957144776, 1.965587446494658, 1.750649826587375, 1.8692952583810758, 1.9974238199217726, 1.9195673303788037, 1.9138202672156, 1.4711276743037347, 1.7681918866447774, 1.9195673303788037, 1.5707963267948966, 1.7894652726688385, 1.5707963267948966, 1.4876550949064553, 1.4994888620096063, 1.5707963267948966, 1.3909428270024184, 1.5707963267948966, 1.5707963267948966, 1.6539375586833378, 1.6614562139956417, 1.7681918866447774, 0.0, 1.7126933813990606, 1.373400766945016, 1.750649826587375, 2.0778948311872334, 1.7681918866447774, 1.8622531212727638, 1.7359450042095235, 1.8157749899217608, 1.6614562139956417, 1.8622531212727638, 1.8157749899217608, 1.7975951748487824, 1.9295669970654687, 1.7975951748487824, 1.6475682180646747, 1.892546881191539, 1.8622531212727638, 1.892546881191539, 1.7894652726688385, 1.8622531212727638, 1.6704649792860586, 1.8622531212727638, 1.6475682180646747, 1.446441332248135, 1.4801364395941514, 1.8157749899217608, 0.0, 0.0, 0.0, 0.0, 0.0]",NA
