,0,1,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
1039,105.60303,4.0,16.062174,14.588215,16.357655,18.475845,16.929552,18.877926,18.608349,19.746624,19.742043,18.151606,21.598362,18.692112,21.088125,21.956804,20.277126,19.527985,19.579609,19.777225,19.730398,20.19196,20.226645,17.050797,16.664234,18.521687,18.4447,19.015408,18.033638,17.292192,17.089304,15.078487,15.360014,15.451924,15.695957,12.54633,12.19224,13.315186,12.120195,13.357822,11.831054,11.844969,10.6518345,11.107078,12.278688,10.87179,10.469001,10.407941,11.006508,11.114267,11.351493,12.409029,12.108057,11.221645,24.2145
1040,105.60303,4.0,15.245095,14.853886,15.800723,17.630878,15.519584,18.201725,17.912582,19.581715,20.17486,19.415619,20.010298,21.426285,20.92001,20.75547,20.833845,20.973473,20.335901,20.370699,19.253435,20.234098,20.27076,17.666945,18.10777,17.506302,17.640215,19.182955,17.362286,16.961285,15.384028,15.442247,14.432277,14.858714,14.34823,11.541069,12.682666,13.231456,11.97161,11.928348,12.01584,10.849593,10.731179,11.127041,11.659317,10.865613,10.367547,9.931305,10.604041,10.224263,10.978277,12.216721,11.170659,10.659729,24.2204
1041,105.60303,4.0,13.239045,14.482888,14.805274,16.960701,15.553338,16.698195,16.572992,18.719013,18.740816,19.312273,19.830664,22.05547,19.801268,19.437532,21.639874,21.992292,19.972776,19.992151,19.521145,19.344027,19.272532,18.1195,18.07968,17.694902,18.006657,18.11663,16.115482,15.762989,15.275758,14.986911,13.06227,13.646218,13.647388,10.539505,13.322051,12.980324,11.804405,11.2226925,11.131979,9.7486725,10.669378,11.210036,10.457846,10.222135,10.636816,8.722054,11.104165,9.10526,10.45901,10.909181,11.146305,10.753739,24.2259
1042,105.60303,4.0,13.500068,15.869422,16.446804,17.622961,17.003675,17.282316,17.739977,18.450182,19.224804,18.872972,19.931322,21.01449,19.183294,20.63419,22.269625,23.066639,20.65283,20.454803,21.431883,20.180855,20.131422,19.820505,19.364052,17.968103,18.552269,18.728674,17.05436,16.850784,16.84282,15.810953,13.351624,14.38573,13.008105,12.974564,14.304134,13.097575,12.222999,11.837441,11.506247,11.056306,11.48783,11.413389,10.469518,10.587203,10.922703,9.47607,11.272779,9.863804,10.846608,10.378871,11.482454,11.144332,24.2316
1043,105.60303,4.0,13.76033,15.938279,16.487482,17.57789,17.46707,17.07484,19.638819,18.090662,18.900196,18.14132,19.53192,18.420444,21.090748,20.864264,21.074778,21.629429,20.905394,19.77882,21.834103,19.718521,21.530972,18.352846,19.26662,17.682737,18.419146,20.58751,18.246025,16.33409,17.342386,15.401864,15.121616,14.479558,12.515229,14.613893,14.44943,12.913792,12.669205,12.272373,12.069815,11.623932,11.777895,11.273319,9.878013,10.865699,10.657581,9.581476,11.21041,11.130489,9.758196,9.54304,11.044672,10.891763,24.2367
1044,105.60303,4.0,15.9938135,17.37921,17.867628,18.210798,18.804573,18.762308,20.853445,19.364237,21.262142,20.747435,21.091091,20.615227,23.668789,22.993954,21.552948,23.352753,22.637335,21.50845,23.104929,21.373531,23.339169,20.5812,21.012562,19.1612,20.260147,22.41678,18.980022,17.84527,17.94374,16.40448,17.17182,16.617163,14.195516,16.637428,14.058223,13.257855,13.211219,12.508021,12.2317915,12.620223,12.419741,10.680401,10.421616,11.494265,10.357112,11.136168,11.215398,12.455338,10.976334,11.808054,12.145909,11.929508,24.2424
1045,105.60303,4.0,16.83707,18.48439,17.896297,19.065535,20.162626,20.354418,21.038906,20.635527,22.176992,21.537548,23.015274,24.110786,25.867807,24.078566,22.268906,24.841267,23.225166,22.780458,23.051039,22.346434,23.03453,23.302105,21.647472,21.459763,21.215626,22.140299,18.780151,18.622667,19.523668,18.498608,18.712812,17.856977,15.967927,15.651006,13.517188,13.872525,14.347126,12.031727,11.530772,12.223889,12.535093,11.1363945,11.595372,11.870345,10.228886,10.857092,10.753552,11.952888,11.975476,13.201424,12.641402,13.685478,24.2487
1046,105.60303,4.0,16.82654,18.705914,18.91854,19.75641,20.510014,21.429438,21.616201,21.749947,22.001919,21.070951,23.217216,25.08984,24.039026,24.187128,22.95785,24.912575,23.323784,22.998339,23.253803,23.940542,22.511242,24.132336,21.407618,21.92114,21.30132,21.378897,19.202158,19.948452,20.671864,19.087645,17.388535,18.1063,16.460299,15.010658,13.570772,14.338779,13.948194,11.870748,11.5089445,12.137727,11.642756,10.841023,12.056107,11.862139,9.9993305,11.096136,10.268807,11.207054,12.711314,14.052871,12.834981,13.950213,24.2546
1047,105.60303,4.0,14.725689,14.913459,16.823507,16.477888,17.325027,18.099691,19.04981,18.89891,18.855421,18.603983,19.788584,22.560932,20.89421,20.316366,20.699682,21.532772,20.135756,20.714766,20.472202,20.09801,19.369091,20.314503,18.598444,19.171953,18.136116,18.775215,17.22106,16.850847,17.637894,16.060915,14.905707,15.327487,13.360852,13.147195,13.053872,14.317032,12.085298,11.032853,10.914639,10.329019,9.632489,9.769127,9.542611,9.6078205,9.205598,9.31827,9.910398,9.979327,10.455477,11.223013,11.151971,12.292657,24.26
