,0,1,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
4239,105.60303,4.0,20.85427,19.777082,20.529753,23.316788,20.414492,24.993076,22.804262,23.671303,22.676016,23.473827,25.301771,23.97524,24.121231,23.715572,27.245739,24.373411,25.312738,19.148548,27.560272,19.784765,29.454996,21.353834,19.911171,22.407204,20.241669,21.862991,18.081251,19.041372,16.065535,17.191711,17.155928,16.63494,15.9753275,13.800595,14.2414875,10.586966,11.885821,12.987173,12.711721,10.324501,9.695025,10.620451,9.957076,10.685454,9.043972,10.802163,10.023991,9.179148,8.477204,11.470031,10.5906925,10.686499,48.1205
4240,105.60303,4.0,22.32651,21.3284,22.3869,26.7457,22.202576,25.996748,24.564388,25.949594,24.872875,24.977505,26.440964,26.057627,27.208565,25.267454,25.864334,28.316105,26.82521,23.543705,29.095804,21.63868,30.135979,24.026642,21.605085,24.306065,23.126785,22.872583,19.47515,22.162205,18.040405,19.024807,18.262238,20.73526,17.624395,14.82193,17.947365,14.954994,11.445393,15.071414,13.012145,12.486305,11.518351,12.074208,12.09039,11.411829,9.632257,11.745471,10.068872,10.27108,8.652403,12.080757,11.068487,11.454574,48.1265
4241,105.60303,4.0,23.950783,24.146688,23.861563,26.493845,23.939346,27.623093,25.16057,26.526997,26.907156,26.251694,28.735367,29.940586,29.480843,27.571041,27.012585,31.118462,29.234568,27.927334,26.336939,25.715433,26.440983,26.320898,24.193588,25.312706,25.05993,23.55833,21.79703,24.214987,21.636377,23.01041,21.35404,21.573744,20.903553,17.279127,20.419168,18.238615,13.649922,13.428428,12.171564,14.048498,12.451599,11.876188,13.784457,10.681525,10.9434595,10.160467,10.446967,9.763033,8.864919,11.261332,10.265776,11.539227,48.1317
4242,105.60303,4.0,21.245443,24.456747,23.168896,25.404428,24.139395,26.783123,25.769638,25.64625,26.883152,25.52893,30.13161,31.10905,28.621798,28.242477,28.4362,30.422518,29.54873,27.802488,26.288479,27.94006,27.363562,25.674006,24.954035,26.89721,25.838518,24.280394,24.548882,24.239439,23.412813,22.919048,22.620358,19.823683,25.333265,17.81632,22.926353,22.138027,18.361212,14.86898,13.870872,15.406502,13.563374,14.102139,11.817713,11.40659,11.734132,8.917702,11.123884,9.106573,9.151584,9.964797,10.200115,11.522452,48.1369
4243,105.60303,4.0,18.260904,22.139372,21.653704,23.040848,23.220152,22.915142,24.215595,23.689281,24.925829,24.044147,27.47481,32.375328,29.764578,26.924192,31.02706,29.105894,28.100574,28.659323,25.440315,29.418625,25.722557,24.25562,27.884958,26.287626,24.57127,23.986708,23.778233,22.090132,22.893274,21.952799,21.600557,18.669891,22.064665,17.553415,22.243256,18.182976,18.230433,14.280668,16.458094,15.370739,14.970606,14.166396,10.76844,11.174468,10.52436,8.1379385,11.3166065,8.632254,8.666082,9.007395,9.612564,10.551112,48.1422
4244,105.60303,4.0,19.213257,21.453917,19.535395,20.403986,23.211246,23.695982,24.440865,24.07298,24.625595,23.861872,27.373941,28.031261,27.365234,27.042881,27.19824,25.1991,27.249506,29.62116,23.891039,30.159805,23.567104,21.999512,26.239273,23.234274,24.753641,25.501234,24.020277,23.116873,20.096241,18.648201,17.67174,18.341877,19.317286,16.088785,20.862413,18.653572,18.17128,14.632439,17.602627,13.4198065,16.00444,14.565118,9.62839,11.74334,9.96796,9.319307,11.560623,9.055111,8.924766,9.36326,9.719206,10.043446,48.1477
4245,105.60303,4.0,20.25037,21.114027,17.562407,18.50591,22.468567,24.156845,23.48902,22.944313,23.307434,23.165565,25.851,24.03972,24.21482,26.122944,24.131025,21.6988,26.666388,26.890043,22.742184,27.032234,21.851114,20.409466,23.252407,21.249859,23.50519,24.92716,22.738401,21.936298,19.474443,18.383507,17.351036,18.0219,18.342274,16.82219,16.079271,16.324366,16.946133,12.504561,16.034668,10.574919,13.731133,11.85705,9.66398,10.990455,10.218841,9.504496,9.821616,8.8661785,8.057276,8.859022,8.016387,8.506671,48.1536
4246,105.60303,4.0,19.441965,17.74898,18.89667,18.499512,21.130625,22.463373,22.487364,21.200802,22.418404,22.494953,25.7182,22.390696,21.744486,23.865606,21.08492,24.235462,25.046852,23.248178,22.300867,23.21386,21.916975,21.822344,21.503517,21.996857,22.6361,23.175629,22.3229,20.583384,18.206179,19.244822,17.208746,16.798468,17.311155,16.408684,15.575513,14.801919,14.663257,13.020029,13.349072,10.980778,11.450666,11.227288,10.020703,10.3583,9.972945,8.664432,7.3915896,8.719873,7.7122483,7.843736,6.784143,6.8309526,48.1597
4247,105.60303,4.0,14.717373,13.5149355,17.638298,18.276524,18.089954,18.30238,20.503357,18.126627,19.081202,19.392622,21.233381,23.196953,22.109976,19.44392,20.54058,23.49529,19.378098,21.572725,21.586882,20.965723,21.863926,21.6344,21.625557,22.084528,19.609282,19.021082,18.58873,17.843504,16.798107,19.15059,16.651215,15.662739,14.732487,15.646917,12.989323,12.703117,12.146498,13.084694,10.598354,10.814581,10.296835,8.405019,9.115664,9.20779,8.117956,7.099735,6.138939,7.3485193,7.249326,6.4223666,5.3449645,5.8811936,48.1651
