,0,1,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,timestamp
752,105.60303,4.0,17.524916,17.18922,18.7731,18.908495,20.152617,18.832996,20.380957,22.62045,21.28855,21.630363,22.526274,22.390072,22.178759,22.114132,20.714071,22.354408,21.50307,21.3466,21.629671,21.272665,21.870222,18.96974,19.920275,19.432482,18.49521,18.634771,18.732605,16.065039,15.710231,17.436293,15.296842,12.366202,14.93757,13.291994,12.9849205,13.053619,12.604898,12.995163,11.355556,10.810591,11.219528,10.801055,8.580329,10.717412,11.343765,10.6521225,11.855331,10.747523,11.593934,11.018272,11.103302,11.135225,25.4562
753,105.60303,4.0,18.797579,17.977888,18.2886,19.51672,20.336607,19.811115,22.712126,20.991089,20.843391,21.30022,22.94265,22.246588,22.433111,21.764107,22.70418,22.194067,20.785717,21.223213,22.029593,22.79923,21.464724,19.58155,18.934546,19.385235,17.544994,18.30805,18.571976,17.441343,17.252935,16.15295,15.549511,21.65604,14.697162,12.9198885,13.959223,13.192479,13.236755,12.9859915,11.627388,11.949084,11.471687,11.720373,16.678066,11.141006,10.77522,11.392698,11.904793,11.143049,11.267445,11.899333,11.707387,11.654988,25.4627
754,105.60303,4.0,18.794374,17.759434,18.799725,18.676447,20.03292,20.376102,21.805634,19.899733,20.693491,20.062622,22.217974,21.5606,22.373241,21.154236,23.345675,21.386923,21.061483,21.633944,20.67066,22.160246,20.80296,20.24352,18.788862,19.177961,17.2558,18.361732,17.77127,18.237225,18.129425,15.239528,15.905253,26.586878,14.624373,13.561896,15.164925,13.22789,13.322498,12.586795,11.824477,13.473095,11.411968,11.550116,20.115595,11.868257,10.53817,11.618715,10.742332,11.176804,11.112311,11.6652,11.809793,11.516285,25.4693
755,105.60303,4.0,20.512156,20.497223,21.226679,21.205732,22.309904,23.36787,23.75042,21.341986,22.979527,22.800959,23.91402,23.926502,26.015903,23.985746,25.696943,24.471746,25.158186,22.342344,23.685461,23.173962,21.364521,20.49212,19.017138,19.99002,20.015402,19.872534,18.991987,18.907576,20.820496,14.946798,16.72389,24.238552,14.770424,13.63296,15.745568,14.525854,13.448808,13.946009,12.943749,13.431397,13.038088,13.614922,19.096231,12.088716,11.182627,12.426967,12.025664,11.103643,12.569972,11.823197,14.40568,13.719039,25.5124
756,105.60303,4.0,21.431078,22.402035,22.528494,23.8517,23.893143,25.640806,25.717997,23.128166,24.83991,25.591173,25.853098,26.042013,27.371395,25.822784,26.525276,26.359344,27.875183,23.09401,26.493563,24.35332,21.245964,21.382032,20.102436,19.832981,21.697933,20.63126,19.752691,18.346254,20.77981,15.98094,17.394928,13.375522,15.230487,13.973648,14.50249,13.821478,13.523626,14.201865,13.075729,12.33837,12.77654,13.331306,10.517943,11.598153,11.134199,11.963922,12.6769705,10.963069,13.345872,12.054097,14.168168,14.963733,25.5981
757,105.60303,4.0,20.728659,22.890276,22.928345,24.48249,24.180834,25.784534,23.845167,24.128593,25.746222,25.842125,26.746468,26.431013,26.908064,26.634844,24.314264,27.001244,27.202295,23.420336,27.680235,24.782635,21.709103,22.591518,19.257854,20.753485,21.527145,20.015076,20.068958,18.236458,18.543755,15.749099,17.912903,13.507066,15.239975,13.656162,13.4563465,13.337324,13.094752,13.276302,11.987547,11.475072,11.661957,11.810965,11.926797,11.57624,11.338808,11.265657,11.714764,10.841052,13.209881,12.187368,13.8494835,14.785535,25.6483
758,105.60303,4.0,18.456432,21.107412,20.485075,22.615513,21.36865,23.972237,18.767315,23.135675,23.13487,22.667118,24.896664,23.962204,23.789524,23.923855,22.465363,23.731396,23.874666,23.008629,23.94293,23.520704,22.205189,21.916391,18.4139,20.003801,18.995996,18.279045,19.163273,16.747017,16.266432,14.285607,16.368414,14.035324,13.907016,12.523614,12.99617,11.596503,12.483664,11.363379,10.762717,11.402426,9.171745,9.601517,10.865659,10.652592,10.648767,10.404254,9.902199,10.795809,12.062934,12.093596,10.441783,11.741133,25.6586
759,105.60303,4.0,17.787992,19.322262,19.374987,21.49822,19.410404,24.026014,18.072899,22.677042,22.029531,22.162354,24.224829,23.378664,21.828524,23.529222,21.808937,22.668121,23.838884,22.663218,23.419048,22.97058,22.098587,19.93192,18.633995,19.980438,17.622717,17.368885,18.791065,16.637892,15.296488,14.217951,14.776905,13.980537,13.845328,11.358711,12.383735,11.989981,11.896905,10.264863,11.268284,10.896267,8.46608,10.082001,9.851163,9.116532,11.150483,10.128495,9.64651,10.413077,11.376079,12.045184,10.177054,11.744799,25.6647
760,105.60303,4.0,17.80493,19.203327,20.550846,21.127182,19.292105,24.943302,20.398075,22.696882,22.729942,24.006058,24.255777,23.530308,22.893732,23.474087,23.659609,22.74931,25.54194,23.34274,22.337881,23.836668,24.104088,21.19889,20.955967,19.498922,18.864798,18.209295,18.10162,16.597673,16.472895,16.51179,15.06016,14.394931,14.520357,13.357661,12.974195,12.569198,12.776924,11.314837,11.899706,11.921733,10.124852,11.307562,9.391062,9.5990305,12.848643,10.732392,11.37482,11.112939,11.406065,12.041607,12.227473,13.805416,25.6834
