Sub 0 RXTX 0/0,Sub 1 RXTX 0/0,Sub 2 RXTX 0/0,Sub 3 RXTX 0/0,Sub 4 RXTX 0/0,Sub 5 RXTX 0/0,Sub 6 RXTX 0/0,Sub 7 RXTX 0/0,Sub 8 RXTX 0/0,Sub 9 RXTX 0/0,Sub 10 RXTX 0/0,Sub 11 RXTX 0/0,Sub 12 RXTX 0/0,Sub 13 RXTX 0/0,Sub 14 RXTX 0/0,Sub 15 RXTX 0/0,Sub 16 RXTX 0/0,Sub 17 RXTX 0/0,Sub 18 RXTX 0/0,Sub 19 RXTX 0/0,Sub 20 RXTX 0/0,Sub 21 RXTX 0/0,Sub 22 RXTX 0/0,Sub 23 RXTX 0/0,Sub 24 RXTX 0/0,Sub 25 RXTX 0/0,Sub 26 RXTX 0/0,Sub 27 RXTX 0/0,Sub 28 RXTX 0/0,Sub 29 RXTX 0/0,Sub 30 RXTX 0/0,Sub 31 RXTX 0/0,Sub 32 RXTX 0/0,Sub 33 RXTX 0/0,Sub 34 RXTX 0/0,Sub 35 RXTX 0/0,Sub 36 RXTX 0/0,Sub 37 RXTX 0/0,Sub 38 RXTX 0/0,Sub 39 RXTX 0/0,Sub 40 RXTX 0/0,Sub 41 RXTX 0/0,Sub 42 RXTX 0/0,Sub 43 RXTX 0/0,Sub 44 RXTX 0/0,Sub 45 RXTX 0/0,Sub 46 RXTX 0/0,Sub 47 RXTX 0/0,Sub 48 RXTX 0/0,Sub 49 RXTX 0/0,Sub 50 RXTX 0/0,Sub 51 RXTX 0/0,Sub 52 RXTX 0/0,Sub 53 RXTX 0/0,Sub 54 RXTX 0/0,Sub 55 RXTX 0/0,Sub 56 RXTX 0/0,Sub 57 RXTX 0/0,Sub 58 RXTX 0/0,Sub 59 RXTX 0/0,Sub 60 RXTX 0/0,Sub 61 RXTX 0/0,Sub 62 RXTX 0/0,Sub 63 RXTX 0/0
32.84205067701794,0.0,-inf,-inf,-inf,-inf,27.85329835010767,27.671558660821805,27.97959643737196,28.432327780980096,27.85329835010767,28.06179973983887,28.06179973983887,27.267272090265724,27.61927838420529,27.16003343634799,27.61927838420529,27.267272090265724,27.520484478194387,27.16003343634799,27.067177823367587,27.520484478194387,27.267272090265724,26.90196080028514,26.78518379040114,26.90196080028514,26.522463410033232,27.032913781186615,26.522463410033232,27.38780558484369,27.032913781186615,27.520484478194387,-inf,27.032913781186615,27.331972651065698,27.17670503002262,26.82145076373832,26.45422269349092,26.82145076373832,26.63700925389648,26.45422269349092,26.273658565927324,26.483600109809316,26.702458530741243,26.364878963533656,26.60865478003869,26.60865478003869,26.9284691927723,26.9284691927723,27.958800173440753,27.16003343634799,27.24275869600789,27.458551951737288,27.24275869600789,27.551122663950714,27.752462597402364,27.85329835010767,27.3559889969818,27.3559889969818,-inf,-inf,-inf,-inf,-inf
32.84205067701794,0.0,-inf,-inf,-inf,-inf,28.992731873176037,26.11723308007342,26.45422269349092,27.634279935629372,26.03144372620182,26.444385894678387,26.444385894678387,26.45422269349092,26.020599913279625,25.58708570533166,26.444385894678387,26.03144372620182,25.622928644564745,25.865873046717546,25.575072019056577,26.11723308007342,26.03144372620182,24.62397997898956,24.14973347970818,25.158738437116792,25.158738437116792,26.11723308007342,25.158738437116792,26.063813651106052,26.11723308007342,26.11723308007342,-inf,25.31478917042255,25.76341350205793,26.283889300503116,24.969296480732147,25.76341350205793,25.987905067631154,25.563025007672874,25.477747053878225,26.483600109809316,25.888317255942074,25.289167002776548,25.05149978319906,25.276299008713387,25.276299008713387,25.276299008713387,26.127838567197355,25.76341350205793,26.127838567197355,25.76341350205793,25.76341350205793,26.127838567197355,26.127838567197355,25.514499979728754,26.483600109809316,25.899496013257078,26.273658565927324,-inf,-inf,-inf,-inf,-inf
36.8841982200271,0.0,-inf,-inf,-inf,-inf,27.520484478194387,27.38780558484369,27.730546933642625,27.958800173440753,27.16003343634799,27.435097647284298,27.435097647284298,26.9284691927723,27.307822756663892,26.9284691927723,27.671558660821805,27.307822756663892,27.307822756663892,26.884198220027105,26.884198220027105,26.857417386022636,26.857417386022636,26.020599913279625,26.444385894678387,26.03144372620182,26.020599913279625,26.020599913279625,25.118833609788744,26.03144372620182,25.118833609788744,25.622928644564745,-inf,25.2244423350632,25.158738437116792,25.622928644564745,25.2244423350632,24.84299839346786,25.2244423350632,25.31478917042255,25.31478917042255,25.4282542695918,24.84299839346786,25.865873046717546,25.563025007672874,25.118833609788744,25.563025007672874,25.563025007672874,25.71708831808688,25.71708831808688,25.888317255942074,25.888317255942074,25.888317255942074,26.074550232146688,26.074550232146688,26.074550232146688,26.63700925389648,26.273658565927324,26.273658565927324,-inf,-inf,-inf,-inf,-inf
40.829647937777516,19.084850188786497,-inf,-inf,-inf,-inf,28.432327780980096,28.382192219076256,28.597385661971472,29.041743682841634,28.356905714924252,28.597385661971472,28.597385661971472,28.169038393756605,28.169038393756605,28.169038393756605,28.633228601204557,28.633228601204557,28.23474229170301,27.752462597402364,27.551122663950714,28.041394323353504,28.041394323353504,27.032913781186615,27.3559889969818,27.032913781186615,27.032913781186615,27.032913781186615,26.127838567197355,26.9284691927723,26.9284691927723,26.9284691927723,-inf,26.60865478003869,26.283889300503116,26.857417386022636,26.55138434811382,26.55138434811382,26.55138434811382,26.24282095835668,26.24282095835668,26.24282095835668,26.24282095835668,26.55138434811382,26.283889300503116,26.60865478003869,26.60865478003869,26.60865478003869,27.16003343634799,26.9284691927723,26.9284691927723,27.24275869600789,27.032913781186615,27.032913781186615,27.032913781186615,26.830470382388498,27.671558660821805,27.16837723299524,27.81755374652469,-inf,-inf,-inf,-inf,-inf
44.34329337337729,18.06179973983887,-inf,-inf,-inf,-inf,24.16640507338281,24.16640507338281,24.16640507338281,23.891660843645326,23.891660843645326,24.14973347970818,24.14973347970818,23.979400086720375,23.979400086720375,23.521825181113627,23.873898263387293,23.873898263387293,23.873898263387293,23.521825181113627,23.521825181113627,23.05351369446624,23.05351369446624,23.05351369446624,23.05351369446624,23.05351369446624,23.05351369446624,22.671717284030137,23.05351369446624,22.671717284030137,22.671717284030137,22.671717284030137,-inf,22.30448921378274,22.671717284030137,22.30448921378274,21.958996524092335,22.30448921378274,21.958996524092335,21.64352855784437,21.64352855784437,21.64352855784437,21.64352855784437,22.278867046136735,22.04119982655925,22.04119982655925,22.671717284030137,22.04119982655925,22.50420002308894,22.50420002308894,23.69215857410143,23.010299956639813,23.117538610557542,23.010299956639813,23.69215857410143,23.010299956639813,23.010299956639813,23.69215857410143,24.14973347970818,-inf,-inf,-inf,-inf,-inf
44.34329337337729,18.06179973983887,-inf,-inf,-inf,-inf,27.61927838420529,28.2020145948564,27.788744720027395,28.721562727482926,26.989700043360187,27.611758131557313,27.24275869600789,27.234556720351858,27.267272090265724,26.020599913279625,26.848453616444125,26.857417386022636,27.24275869600789,26.848453616444125,26.857417386022636,26.9284691927723,26.532125137753436,25.118833609788744,26.063813651106052,25.622928644564745,25.622928644564745,25.622928644564745,24.62397997898956,25.575072019056577,26.020599913279625,25.575072019056577,-inf,25.105450102066122,25.118833609788744,25.58708570533166,24.62397997898956,25.105450102066122,24.62397997898956,25.622928644564745,25.118833609788744,23.54108439147401,23.979400086720375,26.127838567197355,24.232458739368077,24.84299839346786,25.563025007672874,24.84299839346786,27.61927838420529,27.723217067229196,27.17670503002262,26.45422269349092,25.118833609788744,27.85329835010767,27.671558660821805,27.16837723299524,27.664128471123995,26.45422269349092,27.664128471123995,-inf,-inf,-inf,-inf,-inf
41.9989224352632,27.234556720351858,-inf,-inf,-inf,-inf,25.158738437116792,24.74216264076255,24.668676203541096,25.105450102066122,24.62397997898956,25.105450102066122,25.118833609788744,24.62397997898956,24.62397997898956,24.668676203541096,24.668676203541096,24.74216264076255,24.668676203541096,24.345689040341988,24.74216264076255,24.232458739368077,24.14973347970818,23.69215857410143,24.345689040341988,24.232458739368077,23.820170425748685,23.69215857410143,23.820170425748685,23.69215857410143,23.69215857410143,24.232458739368077,-inf,23.59835482339888,23.59835482339888,23.54108439147401,23.54108439147401,23.54108439147401,23.54108439147401,24.099331233312945,23.54108439147401,23.521825181113627,23.521825181113627,23.521825181113627,24.082399653118497,24.082399653118497,24.62397997898956,24.099331233312945,24.668676203541096,24.099331233312945,24.62397997898956,24.668676203541096,24.668676203541096,25.158738437116792,25.158738437116792,25.158738437116792,25.158738437116792,25.158738437116792,25.622928644564745,-inf,-inf,-inf,-inf,-inf
41.9989224352632,27.234556720351858,-inf,-inf,-inf,-inf,24.29752280002408,24.424797690644485,23.891660843645326,24.60897842756548,23.891660843645326,24.60897842756548,24.377505628203878,24.16640507338281,23.654879848908998,23.979400086720375,23.979400086720375,23.443922736851107,23.820170425748685,23.979400086720375,23.26335860928751,23.443922736851107,24.345689040341988,23.26335860928751,23.26335860928751,22.671717284030137,22.671717284030137,22.671717284030137,22.671717284030137,22.671717284030137,22.671717284030137,22.87801729930226,-inf,22.278867046136735,22.04119982655925,22.87801729930226,22.278867046136735,22.278867046136735,22.55272505103306,22.87801729930226,22.85557309007774,22.85557309007774,22.85557309007774,22.671717284030137,22.85557309007774,23.180633349627616,23.180633349627616,23.180633349627616,23.521825181113627,23.873898263387293,23.873898263387293,23.873898263387293,23.873898263387293,23.873898263387293,24.62397997898956,24.29752280002408,24.593924877592308,24.62397997898956,25.31478917042255,-inf,-inf,-inf,-inf,-inf
42.02488317060094,12.041199826559248,-inf,-inf,-inf,-inf,24.345689040341988,24.84299839346786,24.74216264076255,24.74216264076255,24.668676203541096,24.62397997898956,24.62397997898956,24.62397997898956,24.60897842756548,24.60897842756548,25.105450102066122,24.60897842756548,24.099331233312945,24.099331233312945,24.099331233312945,24.099331233312945,24.099331233312945,24.099331233312945,23.54108439147401,23.54108439147401,23.54108439147401,23.54108439147401,23.54108439147401,23.521825181113627,23.54108439147401,23.54108439147401,-inf,22.92256071356476,23.54108439147401,22.944662261615928,23.54108439147401,22.944662261615928,22.944662261615928,23.59835482339888,23.010299956639813,23.010299956639813,23.59835482339888,23.69215857410143,23.117538610557542,23.26335860928751,23.69215857410143,23.820170425748685,23.820170425748685,23.979400086720375,24.487063199050798,24.487063199050798,24.487063199050798,24.487063199050798,24.487063199050798,24.653828514484182,25.118833609788744,25.118833609788744,25.118833609788744,-inf,-inf,-inf,-inf,-inf
42.02488317060094,12.041199826559248,-inf,-inf,-inf,-inf,24.712917110589387,25.118833609788744,25.05149978319906,24.424797690644485,24.60897842756548,24.60897842756548,25.05149978319906,24.377505628203878,24.16640507338281,24.16640507338281,23.443922736851107,23.979400086720375,23.443922736851107,23.443922736851107,22.50420002308894,23.26335860928751,23.26335860928751,22.671717284030137,23.654879848908998,22.671717284030137,22.04119982655925,22.671717284030137,22.278867046136735,22.278867046136735,22.04119982655925,22.04119982655925,-inf,22.04119982655925,21.64352855784437,21.64352855784437,22.278867046136735,21.958996524092335,22.55272505103306,22.30448921378274,23.384564936046047,22.30448921378274,22.30448921378274,21.73186268412274,23.05351369446624,22.671717284030137,22.14843848047698,22.671717284030137,23.873898263387293,23.05351369446624,23.443922736851107,23.443922736851107,24.62397997898956,23.873898263387293,23.838153659804313,24.232458739368077,24.62397997898956,24.232458739368077,24.593924877592308,-inf,-inf,-inf,-inf,-inf
