0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
66.40831,1.8,0.0,0.0,0.0,0.0,7.15026,7.3910203,8.0466795,8.713977,8.211142,8.044188,9.27978,8.242291,8.19742,7.460663,7.829247,9.074962,8.540444,8.129542,8.300913,9.7081,7.7758517,7.8392076,9.656659,8.039483,6.9966273,6.937193,8.454002,8.118596,7.6720743,6.9401507,0.0,6.994712,7.6855574,6.0716076,6.050565,6.2934904,5.6418576,5.6914115,6.6138687,6.266799,6.0812483,5.731556,7.1522965,5.4896936,5.9136853,5.7267594,7.58169,5.590734,6.7238984,6.5207486,6.33551,5.894702,6.564576,7.308489,6.6648088,6.556345,7.245523,0.0,0.0,0.0,0.0,0.0
123.81746,5.8,0.0,0.0,0.0,0.0,8.32965,7.9700804,8.6083765,9.523506,13.588044,12.819883,10.616801,11.410247,14.946243,13.510922,13.387944,10.873961,11.660671,14.208867,14.456586,10.614439,14.994315,14.465619,7.1958113,13.264248,11.316747,12.036231,9.537564,7.310618,11.336778,11.09617,0.0,10.473254,7.7098727,9.6546955,9.895518,5.8237014,11.107325,6.9612856,10.2768345,5.545301,13.688162,10.614796,6.825955,10.955221,7.4744315,7.254965,6.07379,10.551059,9.295915,10.74528,9.657961,11.705463,12.741695,10.828301,13.340765,13.023652,11.266939,0.0,0.0,0.0,0.0,0.0
144.18665,12.8,0.0,0.0,0.0,0.0,7.0311503,7.195485,6.61306,8.816267,16.36668,13.62579,9.124673,19.557844,15.990035,15.997344,16.551151,10.312844,20.623579,15.093295,17.721508,9.481775,17.586655,13.258638,11.566963,15.591202,13.146022,12.789414,8.054334,11.069623,13.834982,12.243653,0.0,12.106771,7.0620947,11.091245,15.14732,4.72736,10.5651455,6.778531,12.472395,4.567213,12.3627825,9.43717,11.266881,10.802217,12.766327,14.416926,10.055691,13.401565,15.872104,18.331392,18.035774,14.964519,15.594894,19.196169,14.66042,15.17196,22.006838,0.0,0.0,0.0,0.0,0.0
140.5756,20.685715,0.0,0.0,0.0,0.0,9.898507,11.967502,10.628643,13.774417,18.778063,18.198738,13.051294,24.198109,19.751732,19.9508,19.617771,12.644448,25.644566,17.593533,20.979698,12.311779,19.173231,13.455763,15.546362,16.93252,13.925864,15.271997,9.208723,14.104959,13.616308,12.955969,0.0,12.410102,9.489804,12.458391,17.977543,6.901713,10.213577,9.552763,13.4046545,7.567513,11.788622,12.804582,11.422024,11.422727,17.056286,15.587863,15.731212,13.311911,20.03084,23.584682,23.700941,19.144297,18.473646,24.43592,18.750652,20.728882,28.736822,0.0,0.0,0.0,0.0,0.0
122.6308,19.4,0.0,0.0,0.0,0.0,11.224677,14.969734,13.78087,16.267021,15.330098,17.88713,18.44497,23.458628,21.711035,21.635933,22.35037,21.03701,26.912088,22.555136,22.855131,23.99822,22.714466,19.629194,24.709929,21.157993,18.949162,16.366846,16.49372,22.567997,15.022475,16.967304,0.0,13.748275,12.532258,11.278844,18.657082,11.024921,9.441485,12.179965,13.325613,9.5131645,9.479625,11.57656,12.580285,7.0902596,11.6361265,10.356933,14.284456,9.058186,17.266317,20.293447,18.96627,14.6222,14.793358,21.221792,19.974165,21.070084,27.486877,0.0,0.0,0.0,0.0,0.0
126.15682,8.885715,0.0,0.0,0.0,0.0,11.170585,15.146937,16.152514,17.358492,16.145027,17.595106,19.67673,20.97075,22.520777,22.52557,23.401077,23.811169,24.90965,26.14303,24.576437,28.118153,26.342916,25.892607,23.533442,25.328945,21.480402,19.675438,19.152428,22.495409,18.84051,20.57018,0.0,17.085037,14.55821,15.155706,17.222345,14.247454,14.446379,14.443041,13.699041,9.90508,9.898687,12.287528,13.386561,10.241876,8.935288,10.223412,11.68113,11.453588,16.364218,17.456991,16.86966,15.722301,17.542915,19.36317,24.44603,24.370836,25.440401,0.0,0.0,0.0,0.0,0.0
126.28601,2.3714285,0.0,0.0,0.0,0.0,12.016385,14.2615595,14.803378,16.638794,16.758429,15.567793,17.446175,17.3311,18.758345,19.030779,19.169918,22.083866,22.45114,22.494549,20.947206,25.090477,21.962421,22.300703,20.97025,22.019089,20.37307,18.479843,17.197275,20.39862,18.239605,18.680626,0.0,16.631908,14.486698,14.255982,13.735355,12.895471,14.097564,13.019535,12.820549,7.9756107,7.802678,8.4053135,13.890721,9.486781,6.909482,10.764514,8.258655,11.329197,11.920565,11.817029,11.668553,10.259708,12.855006,13.228172,16.37855,15.318783,17.743967,0.0,0.0,0.0,0.0,0.0
126.253716,4.0,0.0,0.0,0.0,0.0,13.74808,15.554087,15.291111,17.425121,16.262945,16.563168,15.6249,13.700226,15.909267,16.301268,14.261077,16.516268,16.476114,16.016605,16.316185,16.257296,15.506043,15.447956,14.289442,14.228746,14.480116,15.821815,12.493619,13.89658,13.609785,12.982822,0.0,13.027172,12.942543,11.706986,9.781179,9.385183,11.175512,11.288172,9.468605,7.455954,6.9999723,7.5097213,8.408915,8.834068,8.121208,8.245395,7.34767,8.647305,7.0636044,6.8359303,7.885812,6.639031,8.605501,7.3759007,7.7988315,8.259781,9.8244915,0.0,0.0,0.0,0.0,0.0
126.253716,4.0,0.0,0.0,0.0,0.0,18.519371,19.904741,19.684021,20.453724,21.026672,21.579594,21.317844,18.770527,22.703325,22.281832,20.852982,23.169428,21.606573,22.036121,22.927198,22.146433,22.263962,21.298462,20.73388,19.323227,20.408735,19.68768,18.423601,19.665253,18.529753,17.310404,0.0,15.605417,14.636041,13.537064,13.255119,10.281962,10.574332,11.4007,9.715204,8.980969,7.7153997,7.31584,5.5514383,5.341634,5.6005588,4.4960675,3.5108767,3.9844434,3.6414342,3.4920561,4.608173,3.6935203,6.5843053,5.2777643,6.7061152,7.7463493,8.89669,0.0,0.0,0.0,0.0,0.0
126.253716,4.0,0.0,0.0,0.0,0.0,20.934006,21.282057,22.639652,22.849983,23.03077,23.37537,24.07192,23.472694,25.152605,25.166697,26.001564,25.41814,24.72981,25.312632,24.729008,25.24812,25.304527,23.89313,23.719427,23.655169,22.056192,23.731123,22.331764,21.711802,22.630257,20.880707,0.0,18.43423,16.957296,17.710672,17.434212,14.484892,15.112471,14.956801,13.611887,12.548191,11.826469,10.428561,8.920534,9.431685,9.014064,8.32034,7.5583453,6.408263,8.113595,6.920895,8.888226,8.696014,10.438045,9.168456,11.26431,11.946808,13.187566,0.0,0.0,0.0,0.0,0.0
