,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,timestamp
4736,105.60303,4.0,0.0,0.0,0.0,0.0,21.187452,23.029387,26.733156,21.890718,22.351128,26.545698,24.038376,21.522884,26.53141,24.997242,24.191807,26.038614,24.624546,25.69501,22.966751,25.953321,24.709435,20.737722,20.906258,22.140442,21.886486,21.001173,19.679506,18.657547,20.94636,17.809519,0.0,17.25208,15.756791,16.743692,16.974854,15.176991,14.553507,13.855264,12.8393135,13.461789,11.4587555,11.59965,12.218619,11.775279,11.094291,10.7970085,10.678257,10.149272,10.980911,10.052457,10.872481,9.763918,9.633785,9.170644,10.294439,9.682393,9.910414,0.0,0.0,0.0,0.0,0.0,56.8204
4737,105.60303,4.0,0.0,0.0,0.0,0.0,22.104977,22.899164,30.16493,23.707142,27.47805,28.411566,26.436935,24.824915,27.950907,25.619759,26.22498,26.379358,27.055935,29.786415,25.44173,25.936356,25.304523,24.767895,24.470627,23.957327,24.314804,21.364414,20.721739,19.201672,21.488632,19.582527,0.0,17.93726,15.887363,17.14194,16.436132,16.365011,17.446207,14.844421,12.90783,13.964039,17.16891,12.285538,14.926497,12.658864,11.806455,12.686902,12.932339,11.54815,11.452486,11.099034,12.023889,10.2105055,11.303764,10.918224,11.289717,11.581077,11.314888,0.0,0.0,0.0,0.0,0.0,56.8259
4738,105.60303,4.0,0.0,0.0,0.0,0.0,21.443104,25.29574,27.984982,26.043953,30.535213,27.933224,27.157326,27.003258,28.480677,23.979588,26.621698,26.058306,27.592834,27.564299,27.411568,26.069931,25.19312,25.552948,24.467455,23.39304,23.78809,21.138756,20.825747,18.688023,21.217384,19.97307,0.0,17.435255,16.367313,17.25203,14.125861,15.349451,17.186794,15.025052,12.01582,12.416488,16.71195,12.396038,15.184508,11.990145,12.324257,12.774684,13.067789,11.516447,10.806034,10.272106,11.221964,10.252116,10.86194,11.186432,10.757762,11.668194,11.511947,0.0,0.0,0.0,0.0,0.0,56.8312
4739,105.60303,4.0,0.0,0.0,0.0,0.0,22.971954,27.351757,29.260584,26.537626,30.469763,28.375637,27.954948,29.699091,27.212526,27.355732,30.408178,28.103111,27.631296,25.45936,27.881702,26.151165,25.036915,25.275723,23.486557,22.055859,22.053625,21.670141,17.772768,18.87555,20.460693,19.856842,0.0,19.127102,17.31138,16.516373,16.448261,15.847241,16.625568,13.014976,14.00835,20.01515,15.6499,9.068627,12.905221,15.279437,13.579636,12.857539,12.432049,10.599294,10.235304,11.420341,11.525726,10.801646,10.638598,10.762712,10.550143,11.389536,11.509152,0.0,0.0,0.0,0.0,0.0,56.8369
4740,105.60303,4.0,0.0,0.0,0.0,0.0,28.725426,29.57008,31.777414,30.055618,29.457788,31.8883,30.535728,29.471392,28.50274,32.144253,31.577888,31.394041,30.310024,28.374962,30.06364,29.63111,27.44288,25.700075,24.234882,24.75167,21.902676,23.460018,19.81429,20.482368,21.175558,20.825977,0.0,20.885485,20.126564,17.650616,20.783772,17.216522,15.4205475,13.008011,16.605473,24.605167,13.771513,8.739963,13.245099,17.97226,14.1526575,12.147039,11.7345,10.416948,11.316668,13.41935,12.330325,12.368058,12.003865,10.736921,11.590537,11.93069,11.617691,0.0,0.0,0.0,0.0,0.0,56.8429
4741,105.60303,4.0,0.0,0.0,0.0,0.0,35.18271,32.83303,35.440834,34.473923,33.676815,34.89352,33.84295,33.17959,32.45713,35.484524,35.456898,35.127403,34.181973,33.512253,32.462337,32.864456,30.997978,29.216227,28.641212,28.526085,25.421566,26.328362,23.969912,24.623638,23.969637,23.101833,0.0,23.257511,21.828255,20.850895,22.598625,19.289354,17.37681,15.358233,17.511574,23.397224,16.914265,12.546579,16.615866,17.63041,14.496464,13.100006,13.480549,12.068622,13.535757,15.608476,13.658186,13.83726,13.860968,12.9861765,14.292122,13.630038,13.291955,0.0,0.0,0.0,0.0,0.0,56.8488
4742,105.60303,4.0,0.0,0.0,0.0,0.0,32.06736,30.10621,32.129486,30.77302,30.955088,32.070602,29.462097,31.025267,29.820107,29.47301,31.0665,31.35654,30.600351,30.226686,30.243412,30.478369,28.965607,26.639093,27.057398,26.496883,23.9131,24.559124,25.273516,23.151402,22.565905,21.334967,0.0,19.174862,20.292307,20.296265,18.640224,17.92211,17.027994,16.20305,16.429136,13.920924,15.3441515,16.070192,15.646024,12.55454,12.288565,11.827892,12.101107,12.9477215,13.3557415,13.533518,11.856232,12.390764,12.543046,13.017431,14.427937,12.959407,12.569351,0.0,0.0,0.0,0.0,0.0,56.8548
4743,105.60303,4.0,0.0,0.0,0.0,0.0,23.268995,20.744812,23.710413,21.869846,21.400225,22.507872,21.763,23.761457,20.921751,21.498497,22.101124,22.700687,21.135586,21.098206,21.522259,20.849115,20.496162,19.724201,18.9167,17.368412,16.725601,17.935492,17.127594,15.881841,16.604883,15.439378,0.0,14.326621,14.946369,13.989627,14.461249,11.966898,14.072705,12.174989,12.83422,11.364625,12.659405,11.882729,10.373029,9.836536,9.404431,9.804025,10.41218,10.560774,10.81142,10.280028,8.93738,8.929312,9.347693,10.521738,9.696995,10.606947,10.562755,0.0,0.0,0.0,0.0,0.0,56.8606
4744,105.60303,4.0,0.0,0.0,0.0,0.0,15.856513,13.019594,15.518675,14.888318,12.790079,16.956324,14.062695,15.766006,13.917898,15.167451,14.470111,14.431043,13.882484,13.945808,14.565569,14.211462,12.858407,12.431677,12.928612,12.1963005,11.9794655,11.414292,11.197861,10.290167,11.333797,10.107242,0.0,9.024372,9.866677,7.62335,9.557047,8.214648,10.011957,9.226436,9.144525,9.129388,7.947957,7.70239,7.580273,7.600107,7.4416065,6.9024467,8.24544,7.0662637,7.304706,6.045935,6.5191474,5.526505,5.616296,7.2104316,5.9806123,7.355806,8.384295,0.0,0.0,0.0,0.0,0.0,56.866
4745,105.60303,4.0,0.0,0.0,0.0,0.0,21.080843,20.167992,21.364132,21.615755,19.576153,22.41898,20.892004,20.004694,20.368023,20.8648,19.821703,19.993221,19.882305,19.694605,18.747438,18.92713,18.011116,16.750584,14.0221615,17.192137,13.245972,14.408511,13.32026,14.479345,14.732399,12.821677,0.0,12.945451,11.824475,10.608844,11.564048,10.45627,9.438493,11.444291,7.869331,7.991212,7.5540814,8.781439,8.041598,8.111848,7.572428,8.036332,10.066045,7.547804,8.018408,6.329155,7.785683,7.3941483,7.6758294,8.462836,8.472174,9.286885,8.516044,0.0,0.0,0.0,0.0,0.0,56.8727
